timestamp,open,high,low,close,volume,adjustedClose,dividendAmount,splitCoefficient
2013-07-17,194.72,194.89,193.03,194.55,6868400,120.852257945871,0.0000,1.0
2013-07-10,191.51,193.43,191.2714,192.25,3892000,119.423523978893,0.0000,1.0
2013-07-11,193.78,194.11,192.61,192.8,4177500,119.765177753605,0.0000,1.0
2013-07-12,193.07,193.6999,191.5901,192.07,4494700,119.31171001626,0.0000,1.0
2012-12-28,191.11,192.22,189.83,189.83,3536600,116.881606289617,0.0000,1.0
2008-01-11,99.25,99.46,97.04,97.67,8959900,54.9660896158543,0.0000,1.0
2008-01-10,97.39,100.86,97.15,99.92,10634700,56.2323300339527,0.0000,1.0
2008-01-18,106.51,106.72,102.5,103.4,23871700,58.1907818806116,0.0000,1.0
2008-01-17,102.67,103.45,100.05,101.1,11934000,56.8964027865554,0.0000,1.0
2008-01-16,100.48,102.86,100.14,101.63,12681700,57.1946727517075,0.0000,1.0
2008-01-15,102.04,104.64,101.23,101.83,11629500,57.3072274555385,0.0000,1.0
2008-01-14,105.0,105.59,101.33,102.93,18009400,57.9262783266088,0.0000,1.0
2013-07-03,190.65,194.22,190.51,193.25,1872600,120.044712660188,0.0000,1.0
2013-07-05,194.49,195.16,192.35,194.93,2405400,121.088309644763,0.0000,1.0
2013-07-01,192.15,193.8,191.12,191.28,4442400,118.820970958037,0.0000,1.0
2013-07-02,190.78,193.23,190.26,191.5,3657700,118.957632467922,0.0000,1.0
2004-01-16,95.0,95.35,94.71,95.32,9302000,51.3143424368553,0.0000,1.0
2004-01-14,89.9,90.46,89.75,90.31,5505100,48.6172709344566,0.0000,1.0
2004-01-15,95.07,95.65,93.55,94.02,19812000,50.6145035240572,0.0000,1.0
2012-12-11,193.18,194.8,193.15,194.2,4144000,119.57229068874,0.0000,1.0
2004-01-12,91.21,92.14,91.21,91.55,5130400,49.2848095897409,0.0000,1.0
2012-12-12,194.6,194.75,192.46,192.95,4241900,118.802644121485,0.0000,1.0
2004-01-13,91.45,91.51,89.01,89.7,8842500,48.2888849830667,0.0000,1.0
2012-12-10,192.17,193.54,191.65,192.62,3438500,118.59945742773,0.0000,1.0
2012-12-04,189.71,190.75,189.02,189.36,3990700,116.592219180329,0.0000,1.0
2012-12-05,189.01,189.46,186.94,188.65,4202100,116.155059930128,0.0000,1.0
2004-01-20,96.0,97.44,95.73,97.1,9285100,52.2725834097634,0.0000,1.0
2012-12-03,190.76,191.3,188.36,189.48,3349600,116.666105250786,0.0000,1.0
2012-12-06,189.17,190.18,188.41,189.7,3216600,116.801563046622,0.0000,1.0
2012-12-07,190.14,192.2,190.11,191.95,4091300,118.186926867681,0.0000,1.0
2004-01-09,91.75,92.35,91.0,91.21,7930900,49.1017747971629,0.0000,1.0
2004-01-07,93.14,93.38,92.47,92.78,4927600,49.9469648687729,0.0000,1.0
2004-01-08,93.21,93.21,92.031,93.04,6179800,50.0869326513325,0.0000,1.0
2011-12-28,185.19,185.4,183.34,183.99,2872000,111.39988497312,0.0000,1.0
2004-01-05,92.0,93.09,92.0,93.05,5276300,50.0923160275848,0.0000,1.0
2011-12-27,184.97,185.85,184.39,184.95,2775200,111.98113335387,0.0000,1.0
2004-01-06,92.2,93.19,92.14,93.06,4380000,50.0976994038371,0.0000,1.0
2004-01-02,92.86,93.05,91.2,91.55,5327800,49.2848095897409,0.0000,1.0
2012-12-20,194.47,194.95,193.16,194.77,4184500,119.923249523409,0.0000,1.0
2012-12-21,193.1,194.5,191.57,193.42,8225300,119.092031230773,0.0000,1.0
2011-12-29,184.07,186.23,184.01,186.18,2941600,112.725857841706,0.0000,1.0
2011-12-30,186.33,186.48,183.85,183.88,3530900,111.333283596159,0.0000,1.0
2012-12-13,192.18,193.05,191.37,191.99,3623200,118.211555557834,0.0000,1.0
2012-12-14,191.69,193.4,191.26,191.76,3826900,118.069940589459,0.0000,1.0
2012-12-19,195.46,196.45,195.0,195.08,4270500,120.114121872088,0.0000,1.0
2012-12-17,191.76,193.91,191.76,193.62,3792400,119.215174681534,0.0000,1.0
2012-12-18,193.85,195.92,193.84,195.69,4125900,120.489709396908,0.0000,1.0
2015-07-30,160.5,161.4,159.75,160.96,1994660,104.98989879538,0.0000,1.0
2007-08-29,112.88,114.98,112.07,114.57,7049800,64.2456131046787,0.0000,1.0
2015-07-31,161.4,162.06,160.63,161.99,3580226,105.661740220325,0.0000,1.0
2007-08-27,113.0,113.85,112.8,113.44,4921800,63.6119608151763,0.0000,1.0
2007-08-28,112.9,113.59,111.63,112.0,6006600,62.8044747117396,0.0000,1.0
2003-01-22,80.0,80.77,79.39,79.7,9432400,42.5818933804197,0.0000,1.0
2011-12-16,188.01,188.01,181.91,183.57,11849400,111.145588806542,0.0000,1.0
2003-01-23,80.15,81.36,79.8,81.05,8371400,43.3031676095736,0.0000,1.0
2011-12-15,190.48,191.2,186.89,187.48,4474500,113.512965023972,0.0000,1.0
2003-01-24,80.6,81.5,78.82,78.99,7748000,42.2025565636055,0.0000,1.0
2011-12-14,189.84,190.28,188.0,188.72,5057700,114.26374418244,0.0000,1.0
2003-01-27,77.99,79.5,77.61,78.42,9307800,41.8980185557405,0.0000,1.0
2011-12-19,184.51,184.69,182.25,182.89,5039900,110.733871203511,0.0000,1.0
2003-01-28,78.5,80.47,78.36,80.11,8017400,42.8009470351998,0.0000,1.0
2003-01-29,79.5,80.7,78.57,80.32,7755000,42.9131452486237,0.0000,1.0
2011-12-20,185.5,187.33,184.755,187.24,4740100,113.367652928784,0.0000,1.0
2005-01-03,98.97,99.1,97.25,97.75,5295200,53.0308895629652,0.0000,1.0
2005-01-05,96.6,97.83,96.4,96.5,5646700,52.3527451951524,0.0000,1.0
2005-01-04,97.74,98.42,96.52,96.7,5711000,52.4612482940024,0.0000,1.0
2011-12-23,183.11,184.85,181.89,184.75,3052300,111.860039941214,0.0000,1.0
2003-01-30,81.3,81.3,78.3,78.3,7349500,41.8339052909268,0.0000,1.0
2011-12-22,182.71,182.8,181.0,182.04,5052000,110.219224199722,0.0000,1.0
2003-01-31,77.7,78.34,77.02,78.2,9744100,41.7804775702487,0.0000,1.0
2011-12-21,183.22,183.5,179.04,181.47,9282500,109.874107973651,0.0000,1.0
2015-07-27,159.0,160.18,158.6,159.07,3706240,103.757102394266,0.0000,1.0
2015-07-28,159.91,160.19,158.5,160.05,2720890,104.396330157806,0.0000,1.0
2015-07-29,160.0,161.5,159.39,161.09,3378396,105.074694315033,0.0000,1.0
2005-01-07,96.5,96.8,95.47,95.78,6200700,51.9621340392922,0.0000,1.0
2005-01-06,96.54,96.98,96.05,96.2,4561700,52.1899905468773,0.0000,1.0
2007-08-30,113.62,116.0,113.62,115.37,7756100,64.6942164954768,0.0000,1.0
2007-08-31,115.99,117.35,115.55,116.69,6883600,65.4344120902937,0.0000,1.0
2015-07-20,172.79,173.78,172.14,173.22,7335491,112.986768571916,0.0000,1.0
2015-07-21,164.34,166.35,162.02,163.07,13747503,106.366195306676,0.0000,1.0
2015-07-22,162.73,163.0695,159.7,160.35,7180385,104.592012126237,0.0000,1.0
2015-07-23,160.27,162.75,159.83,161.73,5034246,105.492149181018,0.0000,1.0
2007-08-14,112.83,113.15,111.74,112.05,5615600,62.8325124236645,0.0000,1.0
2015-07-24,161.29,161.93,159.41,159.75,3777631,104.200648189375,0.0000,1.0
2007-08-15,111.0,112.85,109.91,111.23,11640200,62.3726939480964,0.0000,1.0
2007-08-16,110.98,111.42,103.7,109.69,16723000,61.50913242081,0.0000,1.0
2004-01-29,98.1,98.6,96.55,98.01,6642500,52.7624706487221,0.0000,1.0
2007-08-17,111.9,112.67,108.66,110.9,15274600,62.1876450493922,0.0000,1.0
2011-12-06,190.65,193.53,190.32,192.94,4144900,116.818815189487,0.0000,1.0
2004-01-27,99.4,99.67,98.7,98.8,5345300,53.1877573726532,0.0000,1.0
2011-12-05,191.18,193.61,190.38,190.84,5699400,115.547334356597,0.0000,1.0
2004-01-28,99.15,99.42,97.28,97.38,6549700,52.4233179448276,0.0000,1.0
2004-01-26,97.9,99.85,97.56,99.85,6189400,53.7530118791439,0.0000,1.0
2004-01-23,97.82,98.21,97.1,97.9,5283900,52.7032535099468,0.0000,1.0
2011-12-09,192.91,194.87,192.4,194.56,4847900,117.799671832003,0.0000,1.0
2011-12-08,192.48,193.8,191.07,191.58,4369000,115.995379983425,0.0000,1.0
2004-01-21,97.23,98.04,96.64,97.7,6949000,52.595585984901,0.0000,1.0
2011-12-07,191.99,194.9,191.28,194.05,5081700,117.49088362973,0.0000,1.0
2004-01-22,97.84,98.16,97.32,97.51,4371600,52.4933018361074,0.0000,1.0
2005-01-14,94.01,94.25,93.55,94.1,5520800,51.0507080089517,0.0000,1.0
2004-01-30,98.02,99.33,97.84,99.23,6137600,53.4192425515018,0.0000,1.0
2005-01-13,95.39,96.2,93.7,94.45,5339400,51.2405884319393,0.0000,1.0
2011-12-13,193.46,194.3,190.64,191.15,5008400,115.735029146214,0.0000,1.0
2005-01-10,95.78,96.09,95.24,95.68,4625100,51.9078824898671,0.0000,1.0
2011-12-12,193.64,193.9,191.22,192.18,3796100,116.358660221394,0.0000,1.0
2005-01-12,95.0,95.28,94.06,95.21,5828600,51.6529002075695,0.0000,1.0
2005-01-11,95.68,95.79,94.71,95.0,4746400,51.5389719537769,0.0000,1.0
2015-07-16,169.47,171.09,169.16,171.0,3529874,111.538722005529,0.0000,1.0
2007-08-21,108.9,110.11,108.08,109.04,8458500,61.1446421657865,0.0000,1.0
2015-07-17,170.33,172.52,170.1,172.51,4356391,112.523654579963,0.0000,1.0
2007-08-22,110.09,110.5,109.15,110.0,6329700,61.6829662347443,0.0000,1.0
2007-08-23,110.4,111.68,110.01,111.45,8271000,62.4960598805659,0.0000,1.0
2007-08-24,111.45,113.25,110.81,113.24,7058700,63.4998099674768,0.0000,1.0
2005-01-18,93.65,95.34,93.62,94.9,8492100,51.4847204043519,0.0000,1.0
2007-08-20,110.9,111.1,109.13,109.22,9839800,61.2455779287161,0.0000,1.0
2005-01-19,94.95,95.15,92.93,93.1,7352700,50.5081925147014,0.0000,1.0
